#    L    TT             EE             BB             TE             PP             TP             EP          
  5622   0.416114E-01   0.884803E-03   0.000000E+00  -0.338997E-03   0.215501E-09   0.182713E-07   0.653229E-10
  5623   0.415730E-01   0.881788E-03   0.000000E+00  -0.339736E-03   0.215384E-09   0.182699E-07   0.652807E-10
  5624   0.415347E-01   0.878780E-03   0.000000E+00  -0.340469E-03   0.215267E-09   0.182684E-07   0.652377E-10
  5625   0.414964E-01   0.875786E-03   0.000000E+00  -0.341197E-03   0.215150E-09   0.182669E-07   0.651941E-10
  5626   0.414580E-01   0.872807E-03   0.000000E+00  -0.341917E-03   0.215034E-09   0.182653E-07   0.651497E-10
  5627   0.414196E-01   0.869833E-03   0.000000E+00  -0.342630E-03   0.214917E-09   0.182637E-07   0.651046E-10
  5628   0.413813E-01   0.866867E-03   0.000000E+00  -0.343335E-03   0.214801E-09   0.182621E-07   0.650589E-10
  5629   0.413430E-01   0.863914E-03   0.000000E+00  -0.344032E-03   0.214684E-09   0.182604E-07   0.650124E-10
  5630   0.413045E-01   0.860976E-03   0.000000E+00  -0.344720E-03   0.214568E-09   0.182587E-07   0.649653E-10
  5631   0.412661E-01   0.858044E-03   0.000000E+00  -0.345400E-03   0.214452E-09   0.182570E-07   0.649174E-10
  5632   0.412276E-01   0.855126E-03   0.000000E+00  -0.346069E-03   0.214335E-09   0.182552E-07   0.648689E-10
  5633   0.411891E-01   0.852215E-03   0.000000E+00  -0.346729E-03   0.214219E-09   0.182534E-07   0.648197E-10
  5634   0.411505E-01   0.849317E-03   0.000000E+00  -0.347378E-03   0.214103E-09   0.182516E-07   0.647698E-10
  5635   0.411118E-01   0.846434E-03   0.000000E+00  -0.348017E-03   0.213987E-09   0.182497E-07   0.647192E-10
  5636   0.410731E-01   0.843557E-03   0.000000E+00  -0.348643E-03   0.213871E-09   0.182477E-07   0.646680E-10
  5637   0.410343E-01   0.840687E-03   0.000000E+00  -0.349258E-03   0.213755E-09   0.182458E-07   0.646161E-10
  5638   0.409954E-01   0.837838E-03   0.000000E+00  -0.349860E-03   0.213640E-09   0.182438E-07   0.645635E-10
  5639   0.409565E-01   0.834996E-03   0.000000E+00  -0.350451E-03   0.213524E-09   0.182417E-07   0.645103E-10
  5640   0.409174E-01   0.832160E-03   0.000000E+00  -0.351027E-03   0.213408E-09   0.182397E-07   0.644564E-10
  5641   0.408782E-01   0.829338E-03   0.000000E+00  -0.351590E-03   0.213292E-09   0.182375E-07   0.644018E-10
  5642   0.408390E-01   0.826530E-03   0.000000E+00  -0.352138E-03   0.213177E-09   0.182354E-07   0.643466E-10
  5643   0.407996E-01   0.823735E-03   0.000000E+00  -0.352672E-03   0.213061E-09   0.182332E-07   0.642908E-10
  5644   0.407601E-01   0.820948E-03   0.000000E+00  -0.353191E-03   0.212946E-09   0.182309E-07   0.642343E-10
  5645   0.407205E-01   0.818174E-03   0.000000E+00  -0.353695E-03   0.212831E-09   0.182287E-07   0.641772E-10
  5646   0.406807E-01   0.815414E-03   0.000000E+00  -0.354182E-03   0.212715E-09   0.182263E-07   0.641194E-10
  5647   0.406408E-01   0.812660E-03   0.000000E+00  -0.354653E-03   0.212600E-09   0.182240E-07   0.640610E-10
  5648   0.406007E-01   0.809920E-03   0.000000E+00  -0.355107E-03   0.212485E-09   0.182216E-07   0.640019E-10
  5649   0.405605E-01   0.807194E-03   0.000000E+00  -0.355543E-03   0.212370E-09   0.182191E-07   0.639422E-10
  5650   0.405202E-01   0.804475E-03   0.000000E+00  -0.355962E-03   0.212255E-09   0.182166E-07   0.638820E-10
  5651   0.404796E-01   0.801773E-03   0.000000E+00  -0.356363E-03   0.212140E-09   0.182141E-07   0.638210E-10
  5652   0.404389E-01   0.799081E-03   0.000000E+00  -0.356744E-03   0.212025E-09   0.182115E-07   0.637595E-10
  5653   0.403980E-01   0.796400E-03   0.000000E+00  -0.357107E-03   0.211910E-09   0.182089E-07   0.636973E-10
  5654   0.403570E-01   0.793732E-03   0.000000E+00  -0.357449E-03   0.211795E-09   0.182062E-07   0.636346E-10
  5655   0.403157E-01   0.791076E-03   0.000000E+00  -0.357772E-03   0.211680E-09   0.182035E-07   0.635712E-10
  5656   0.402743E-01   0.788432E-03   0.000000E+00  -0.358074E-03   0.211566E-09   0.182008E-07   0.635072E-10
  5657   0.402326E-01   0.785800E-03   0.000000E+00  -0.358354E-03   0.211451E-09   0.181980E-07   0.634426E-10
  5658   0.401907E-01   0.783180E-03   0.000000E+00  -0.358614E-03   0.211336E-09   0.181952E-07   0.633774E-10
  5659   0.401486E-01   0.780572E-03   0.000000E+00  -0.358852E-03   0.211222E-09   0.181923E-07   0.633116E-10
  5660   0.401064E-01   0.777977E-03   0.000000E+00  -0.359069E-03   0.211107E-09   0.181893E-07   0.632452E-10
  5661   0.400639E-01   0.775394E-03   0.000000E+00  -0.359264E-03   0.210993E-09   0.181864E-07   0.631783E-10
  5662   0.400212E-01   0.772823E-03   0.000000E+00  -0.359439E-03   0.210879E-09   0.181833E-07   0.631107E-10
  5663   0.399783E-01   0.770263E-03   0.000000E+00  -0.359592E-03   0.210765E-09   0.181803E-07   0.630426E-10
  5664   0.399352E-01   0.767716E-03   0.000000E+00  -0.359725E-03   0.210650E-09   0.181772E-07   0.629739E-10
  5665   0.398919E-01   0.765181E-03   0.000000E+00  -0.359837E-03   0.210536E-09   0.181740E-07   0.629046E-10
  5666   0.398483E-01   0.762657E-03   0.000000E+00  -0.359928E-03   0.210422E-09   0.181708E-07   0.628347E-10
  5667   0.398047E-01   0.760145E-03   0.000000E+00  -0.359999E-03   0.210308E-09   0.181675E-07   0.627643E-10
  5668   0.397607E-01   0.757645E-03   0.000000E+00  -0.360050E-03   0.210194E-09   0.181642E-07   0.626933E-10
  5669   0.397166E-01   0.755157E-03   0.000000E+00  -0.360080E-03   0.210081E-09   0.181609E-07   0.626217E-10
  5670   0.396723E-01   0.752680E-03   0.000000E+00  -0.360090E-03   0.209967E-09   0.181575E-07   0.625496E-10
  5671   0.396278E-01   0.750215E-03   0.000000E+00  -0.360080E-03   0.209853E-09   0.181540E-07   0.624769E-10
  5672   0.395831E-01   0.747761E-03   0.000000E+00  -0.360050E-03   0.209739E-09   0.181505E-07   0.624037E-10
  5673   0.395382E-01   0.745320E-03   0.000000E+00  -0.360001E-03   0.209626E-09   0.181470E-07   0.623299E-10
  5674   0.394931E-01   0.742889E-03   0.000000E+00  -0.359932E-03   0.209512E-09   0.181434E-07   0.622556E-10
  5675   0.394478E-01   0.740470E-03   0.000000E+00  -0.359843E-03   0.209399E-09   0.181397E-07   0.621807E-10
  5676   0.394023E-01   0.738063E-03   0.000000E+00  -0.359735E-03   0.209285E-09   0.181360E-07   0.621053E-10
  5677   0.393567E-01   0.735666E-03   0.000000E+00  -0.359607E-03   0.209172E-09   0.181323E-07   0.620293E-10
  5678   0.393108E-01   0.733281E-03   0.000000E+00  -0.359460E-03   0.209059E-09   0.181285E-07   0.619528E-10
  5679   0.392647E-01   0.730907E-03   0.000000E+00  -0.359295E-03   0.208946E-09   0.181246E-07   0.618758E-10
  5680   0.392185E-01   0.728545E-03   0.000000E+00  -0.359110E-03   0.208832E-09   0.181207E-07   0.617983E-10
  5681   0.391721E-01   0.726194E-03   0.000000E+00  -0.358906E-03   0.208719E-09   0.181168E-07   0.617202E-10
  5682   0.391256E-01   0.723853E-03   0.000000E+00  -0.358684E-03   0.208606E-09   0.181128E-07   0.616417E-10
  5683   0.390787E-01   0.721524E-03   0.000000E+00  -0.358442E-03   0.208493E-09   0.181087E-07   0.615626E-10
  5684   0.390318E-01   0.719206E-03   0.000000E+00  -0.358183E-03   0.208380E-09   0.181046E-07   0.614829E-10
  5685   0.389847E-01   0.716899E-03   0.000000E+00  -0.357905E-03   0.208268E-09   0.181004E-07   0.614028E-10
  5686   0.389373E-01   0.714602E-03   0.000000E+00  -0.357609E-03   0.208155E-09   0.180962E-07   0.613222E-10
  5687   0.388899E-01   0.712317E-03   0.000000E+00  -0.357294E-03   0.208042E-09   0.180919E-07   0.612411E-10
  5688   0.388422E-01   0.710042E-03   0.000000E+00  -0.356962E-03   0.207930E-09   0.180876E-07   0.611594E-10
  5689   0.387943E-01   0.707778E-03   0.000000E+00  -0.356611E-03   0.207817E-09   0.180832E-07   0.610773E-10
  5690   0.387463E-01   0.705525E-03   0.000000E+00  -0.356243E-03   0.207704E-09   0.180788E-07   0.609947E-10
  5691   0.386981E-01   0.703283E-03   0.000000E+00  -0.355857E-03   0.207592E-09   0.180743E-07   0.609116E-10
  5692   0.386497E-01   0.701051E-03   0.000000E+00  -0.355453E-03   0.207480E-09   0.180698E-07   0.608280E-10
  5693   0.386012E-01   0.698830E-03   0.000000E+00  -0.355033E-03   0.207367E-09   0.180651E-07   0.607439E-10
  5694   0.385525E-01   0.696619E-03   0.000000E+00  -0.354595E-03   0.207255E-09   0.180605E-07   0.606593E-10
  5695   0.385036E-01   0.694419E-03   0.000000E+00  -0.354139E-03   0.207143E-09   0.180558E-07   0.605743E-10
  5696   0.384546E-01   0.692229E-03   0.000000E+00  -0.353666E-03   0.207031E-09   0.180510E-07   0.604888E-10
  5697   0.384054E-01   0.690050E-03   0.000000E+00  -0.353177E-03   0.206919E-09   0.180462E-07   0.604028E-10
  5698   0.383560E-01   0.687881E-03   0.000000E+00  -0.352670E-03   0.206807E-09   0.180413E-07   0.603163E-10
  5699   0.383064E-01   0.685722E-03   0.000000E+00  -0.352146E-03   0.206695E-09   0.180364E-07   0.602294E-10
  5700   0.382567E-01   0.683574E-03   0.000000E+00  -0.351606E-03   0.206583E-09   0.180314E-07   0.601420E-10
  5701   0.382068E-01   0.681436E-03   0.000000E+00  -0.351050E-03   0.206471E-09   0.180263E-07   0.600542E-10
  5702   0.381568E-01   0.679308E-03   0.000000E+00  -0.350477E-03   0.206359E-09   0.180212E-07   0.599659E-10
  5703   0.381067E-01   0.677190E-03   0.000000E+00  -0.349888E-03   0.206247E-09   0.180160E-07   0.598772E-10
  5704   0.380563E-01   0.675082E-03   0.000000E+00  -0.349283E-03   0.206136E-09   0.180108E-07   0.597880E-10
  5705   0.380057E-01   0.672984E-03   0.000000E+00  -0.348661E-03   0.206024E-09   0.180055E-07   0.596984E-10
  5706   0.379551E-01   0.670897E-03   0.000000E+00  -0.348023E-03   0.205913E-09   0.180001E-07   0.596083E-10
  5707   0.379043E-01   0.668819E-03   0.000000E+00  -0.347370E-03   0.205801E-09   0.179947E-07   0.595178E-10
  5708   0.378533E-01   0.666751E-03   0.000000E+00  -0.346701E-03   0.205690E-09   0.179892E-07   0.594269E-10
  5709   0.378022E-01   0.664693E-03   0.000000E+00  -0.346016E-03   0.205579E-09   0.179837E-07   0.593355E-10
  5710   0.377509E-01   0.662645E-03   0.000000E+00  -0.345316E-03   0.205467E-09   0.179781E-07   0.592437E-10
  5711   0.376994E-01   0.660606E-03   0.000000E+00  -0.344600E-03   0.205356E-09   0.179724E-07   0.591515E-10
  5712   0.376478E-01   0.658577E-03   0.000000E+00  -0.343869E-03   0.205245E-09   0.179667E-07   0.590588E-10
  5713   0.375961E-01   0.656558E-03   0.000000E+00  -0.343124E-03   0.205134E-09   0.179610E-07   0.589658E-10
  5714   0.375443E-01   0.654548E-03   0.000000E+00  -0.342363E-03   0.205023E-09   0.179551E-07   0.588723E-10
  5715   0.374922E-01   0.652548E-03   0.000000E+00  -0.341586E-03   0.204912E-09   0.179492E-07   0.587784E-10
  5716   0.374401E-01   0.650558E-03   0.000000E+00  -0.340795E-03   0.204801E-09   0.179432E-07   0.586841E-10
  5717   0.373878E-01   0.648577E-03   0.000000E+00  -0.339991E-03   0.204690E-09   0.179372E-07   0.585894E-10
  5718   0.373353E-01   0.646605E-03   0.000000E+00  -0.339170E-03   0.204579E-09   0.179311E-07   0.584943E-10
  5719   0.372827E-01   0.644643E-03   0.000000E+00  -0.338336E-03   0.204469E-09   0.179250E-07   0.583989E-10
  5720   0.372299E-01   0.642690E-03   0.000000E+00  -0.337487E-03   0.204358E-09   0.179187E-07   0.583030E-10
  5721   0.371770E-01   0.640746E-03   0.000000E+00  -0.336624E-03   0.204247E-09   0.179125E-07   0.582067E-10
  5722   0.371240E-01   0.638812E-03   0.000000E+00  -0.335747E-03   0.204137E-09   0.179061E-07   0.581100E-10
  5723   0.370708E-01   0.636886E-03   0.000000E+00  -0.334856E-03   0.204027E-09   0.178997E-07   0.580130E-10
  5724   0.370176E-01   0.634971E-03   0.000000E+00  -0.333951E-03   0.203916E-09   0.178932E-07   0.579155E-10
  5725   0.369641E-01   0.633063E-03   0.000000E+00  -0.333032E-03   0.203806E-09   0.178867E-07   0.578177E-10
  5726   0.369106E-01   0.631166E-03   0.000000E+00  -0.332100E-03   0.203696E-09   0.178801E-07   0.577196E-10
  5727   0.368568E-01   0.629277E-03   0.000000E+00  -0.331154E-03   0.203585E-09   0.178734E-07   0.576210E-10
  5728   0.368030E-01   0.627397E-03   0.000000E+00  -0.330195E-03   0.203475E-09   0.178666E-07   0.575221E-10
  5729   0.367490E-01   0.625526E-03   0.000000E+00  -0.329222E-03   0.203365E-09   0.178598E-07   0.574228E-10
  5730   0.366950E-01   0.623664E-03   0.000000E+00  -0.328236E-03   0.203255E-09   0.178530E-07   0.573232E-10
  5731   0.366407E-01   0.621810E-03   0.000000E+00  -0.327238E-03   0.203145E-09   0.178460E-07   0.572232E-10
  5732   0.365864E-01   0.619966E-03   0.000000E+00  -0.326226E-03   0.203035E-09   0.178390E-07   0.571228E-10
  5733   0.365319E-01   0.618130E-03   0.000000E+00  -0.325201E-03   0.202925E-09   0.178319E-07   0.570221E-10
  5734   0.364774E-01   0.616303E-03   0.000000E+00  -0.324164E-03   0.202816E-09   0.178248E-07   0.569210E-10
  5735   0.364226E-01   0.614484E-03   0.000000E+00  -0.323114E-03   0.202706E-09   0.178176E-07   0.568196E-10
  5736   0.363678E-01   0.612674E-03   0.000000E+00  -0.322052E-03   0.202596E-09   0.178103E-07   0.567179E-10
  5737   0.363128E-01   0.610873E-03   0.000000E+00  -0.320978E-03   0.202487E-09   0.178029E-07   0.566158E-10
  5738   0.362577E-01   0.609079E-03   0.000000E+00  -0.319890E-03   0.202377E-09   0.177955E-07   0.565134E-10
  5739   0.362025E-01   0.607295E-03   0.000000E+00  -0.318791E-03   0.202268E-09   0.177880E-07   0.564106E-10
  5740   0.361471E-01   0.605519E-03   0.000000E+00  -0.317680E-03   0.202158E-09   0.177804E-07   0.563076E-10
  5741   0.360917E-01   0.603751E-03   0.000000E+00  -0.316557E-03   0.202049E-09   0.177728E-07   0.562042E-10
  5742   0.360361E-01   0.601992E-03   0.000000E+00  -0.315422E-03   0.201940E-09   0.177651E-07   0.561005E-10
  5743   0.359805E-01   0.600240E-03   0.000000E+00  -0.314276E-03   0.201830E-09   0.177573E-07   0.559964E-10
  5744   0.359247E-01   0.598497E-03   0.000000E+00  -0.313118E-03   0.201721E-09   0.177495E-07   0.558921E-10
  5745   0.358688E-01   0.596762E-03   0.000000E+00  -0.311949E-03   0.201612E-09   0.177416E-07   0.557874E-10
  5746   0.358128E-01   0.595036E-03   0.000000E+00  -0.310768E-03   0.201503E-09   0.177336E-07   0.556824E-10
  5747   0.357567E-01   0.593317E-03   0.000000E+00  -0.309575E-03   0.201394E-09   0.177255E-07   0.555772E-10
  5748   0.357004E-01   0.591606E-03   0.000000E+00  -0.308372E-03   0.201285E-09   0.177174E-07   0.554716E-10
  5749   0.356441E-01   0.589904E-03   0.000000E+00  -0.307159E-03   0.201177E-09   0.177092E-07   0.553657E-10
  5750   0.355876E-01   0.588209E-03   0.000000E+00  -0.305933E-03   0.201068E-09   0.177009E-07   0.552595E-10
  5751   0.355311E-01   0.586522E-03   0.000000E+00  -0.304698E-03   0.200959E-09   0.176925E-07   0.551531E-10
  5752   0.354744E-01   0.584843E-03   0.000000E+00  -0.303452E-03   0.200850E-09   0.176841E-07   0.550463E-10
  5753   0.354176E-01   0.583172E-03   0.000000E+00  -0.302195E-03   0.200742E-09   0.176756E-07   0.549393E-10
  5754   0.353608E-01   0.581508E-03   0.000000E+00  -0.300928E-03   0.200633E-09   0.176670E-07   0.548320E-10
  5755   0.353038E-01   0.579852E-03   0.000000E+00  -0.299650E-03   0.200525E-09   0.176584E-07   0.547244E-10
  5756   0.352467E-01   0.578205E-03   0.000000E+00  -0.298363E-03   0.200416E-09   0.176497E-07   0.546165E-10
  5757   0.351896E-01   0.576564E-03   0.000000E+00  -0.297065E-03   0.200308E-09   0.176409E-07   0.545084E-10
  5758   0.351323E-01   0.574930E-03   0.000000E+00  -0.295758E-03   0.200200E-09   0.176320E-07   0.544000E-10
  5759   0.350749E-01   0.573305E-03   0.000000E+00  -0.294440E-03   0.200091E-09   0.176230E-07   0.542913E-10
  5760   0.350175E-01   0.571687E-03   0.000000E+00  -0.293113E-03   0.199983E-09   0.176140E-07   0.541824E-10
  5761   0.349599E-01   0.570076E-03   0.000000E+00  -0.291777E-03   0.199875E-09   0.176049E-07   0.540732E-10
  5762   0.349023E-01   0.568473E-03   0.000000E+00  -0.290430E-03   0.199767E-09   0.175957E-07   0.539637E-10
  5763   0.348446E-01   0.566877E-03   0.000000E+00  -0.289075E-03   0.199659E-09   0.175864E-07   0.538540E-10
  5764   0.347867E-01   0.565289E-03   0.000000E+00  -0.287710E-03   0.199551E-09   0.175771E-07   0.537441E-10
  5765   0.347288E-01   0.563707E-03   0.000000E+00  -0.286337E-03   0.199443E-09   0.175677E-07   0.536339E-10
  5766   0.346708E-01   0.562133E-03   0.000000E+00  -0.284954E-03   0.199336E-09   0.175582E-07   0.535234E-10
  5767   0.346127E-01   0.560566E-03   0.000000E+00  -0.283562E-03   0.199228E-09   0.175486E-07   0.534128E-10
  5768   0.345545E-01   0.559005E-03   0.000000E+00  -0.282162E-03   0.199120E-09   0.175390E-07   0.533019E-10
  5769   0.344962E-01   0.557452E-03   0.000000E+00  -0.280752E-03   0.199013E-09   0.175292E-07   0.531907E-10
  5770   0.344378E-01   0.555907E-03   0.000000E+00  -0.279335E-03   0.198905E-09   0.175194E-07   0.530793E-10
  5771   0.343795E-01   0.554367E-03   0.000000E+00  -0.277909E-03   0.198798E-09   0.175095E-07   0.529677E-10
  5772   0.343209E-01   0.552835E-03   0.000000E+00  -0.276475E-03   0.198690E-09   0.174996E-07   0.528559E-10
  5773   0.342623E-01   0.551310E-03   0.000000E+00  -0.275032E-03   0.198583E-09   0.174895E-07   0.527439E-10
  5774   0.342036E-01   0.549792E-03   0.000000E+00  -0.273581E-03   0.198476E-09   0.174794E-07   0.526316E-10
  5775   0.341449E-01   0.548280E-03   0.000000E+00  -0.272123E-03   0.198368E-09   0.174692E-07   0.525192E-10
  5776   0.340860E-01   0.546775E-03   0.000000E+00  -0.270656E-03   0.198261E-09   0.174589E-07   0.524065E-10
  5777   0.340271E-01   0.545277E-03   0.000000E+00  -0.269183E-03   0.198154E-09   0.174485E-07   0.522936E-10
  5778   0.339681E-01   0.543785E-03   0.000000E+00  -0.267701E-03   0.198047E-09   0.174381E-07   0.521805E-10
  5779   0.339090E-01   0.542299E-03   0.000000E+00  -0.266212E-03   0.197940E-09   0.174275E-07   0.520673E-10
  5780   0.338500E-01   0.540821E-03   0.000000E+00  -0.264715E-03   0.197833E-09   0.174169E-07   0.519538E-10
  5781   0.337907E-01   0.539348E-03   0.000000E+00  -0.263211E-03   0.197726E-09   0.174062E-07   0.518401E-10
  5782   0.337314E-01   0.537883E-03   0.000000E+00  -0.261700E-03   0.197619E-09   0.173954E-07   0.517263E-10
  5783   0.336721E-01   0.536423E-03   0.000000E+00  -0.260182E-03   0.197512E-09   0.173846E-07   0.516122E-10
  5784   0.336126E-01   0.534970E-03   0.000000E+00  -0.258657E-03   0.197406E-09   0.173736E-07   0.514980E-10
  5785   0.335531E-01   0.533524E-03   0.000000E+00  -0.257126E-03   0.197299E-09   0.173626E-07   0.513836E-10
  5786   0.334936E-01   0.532083E-03   0.000000E+00  -0.255587E-03   0.197193E-09   0.173515E-07   0.512690E-10
  5787   0.334340E-01   0.530649E-03   0.000000E+00  -0.254042E-03   0.197086E-09   0.173403E-07   0.511543E-10
  5788   0.333743E-01   0.529221E-03   0.000000E+00  -0.252491E-03   0.196980E-09   0.173290E-07   0.510394E-10
  5789   0.333145E-01   0.527798E-03   0.000000E+00  -0.250933E-03   0.196873E-09   0.173176E-07   0.509243E-10
  5790   0.332548E-01   0.526383E-03   0.000000E+00  -0.249369E-03   0.196767E-09   0.173061E-07   0.508090E-10
  5791   0.331949E-01   0.524972E-03   0.000000E+00  -0.247799E-03   0.196661E-09   0.172946E-07   0.506936E-10
  5792   0.331349E-01   0.523569E-03   0.000000E+00  -0.246223E-03   0.196554E-09   0.172830E-07   0.505781E-10
  5793   0.330749E-01   0.522171E-03   0.000000E+00  -0.244641E-03   0.196448E-09   0.172712E-07   0.504624E-10
  5794   0.330149E-01   0.520778E-03   0.000000E+00  -0.243053E-03   0.196342E-09   0.172594E-07   0.503465E-10
